make,transmission,state,condition,odometer,auction_value,selling_price
nissan,automatic,co,2.5,26535.0,17850.0,15800.0
dodge,,mi,4.5,39251.0,15200.0,15400.0
ford,automatic,tx,3.4,84692.0,15800.0,14000.0
honda,automatic,nj,2.5,35848.0,10850.0,10100.0
nissan,automatic,fl,,25880.0,,17000.0
nissan,automatic,mo,3.6,24743.0,12200.0,13500.0
honda,automatic,il,3,42820.0,11850.0,11600.0
nissan,automatic,pa,3.5,,,11200.0
dodge,automatic,wi,3.4,78143.0,9600.0,11400.0
chevrolet,automatic,,2.1,56154.0,11500.0,9200.0
hyundai,automatic,tx,2.9,82664.0,9050.0,8500.0
chrysler,automatic,fl,4,17823.0,11500.0,11600.0
chevrolet,automatic,il,3.1,47290.0,10600.0,10700.0
dodge,automatic,,,67056.0,10000.0,11600.0
,automatic,il,4.5,,17100.0,18000.0
dodge,automatic,co,4,22380.0,16200.0,16300.0
ford,automatic,tx,4.3,41558.0,14000.0,14200.0
kia,automatic,fl,,21340.0,9475.0,10000.0
dodge,automatic,mi,5,1540.0,25200.0,27000.0
nissan,,pa,3.9,49743.0,13500.0,13800.0
nissan,automatic,ga,3.3,39454.0,13050.0,13300.0
ford,automatic,mo,,,29600.0,30100.0
ford,automatic,mi,4.6,34958.0,8050.0,8600.0
chevrolet,automatic,md,2.5,88761.0,7950.0,6800.0
dodge,automatic,tx,3.9,16501.0,25300.0,26100.0
ford,automatic,nj,4.9,7320.0,26000.0,25900.0
dodge,automatic,fl,4,19964.0,16150.0,15200.0
honda,automatic,ga,3.9,69818.0,9350.0,10000.0
toyota,automatic,ca,4.2,32304.0,21900.0,25500.0
nissan,automatic,pa,4.2,29048.0,14050.0,14000.0
chevrolet,manual,co,2.7,60302.0,7375.0,6800.0
nissan,automatic,ca,1,95696.0,4875.0,3700.0
chevrolet,automatic,il,,,,25501.0
toyota,automatic,tn,3.8,57785.0,17350.0,17400.0
chevrolet,automatic,ca,2.8,52072.0,11000.0,11000.0
,automatic,,4.1,64081.0,15800.0,18500.0
ford,automatic,,4.2,84954.0,11550.0,11800.0
kia,automatic,oh,5,14133.0,20300.0,20100.0
bmw,automatic,oh,,8682.0,32100.0,36250.0
ford,,fl,3.8,,10700.0,10400.0
dodge,automatic,tx,4.4,35972.0,,18200.0
ford,automatic,ca,4.4,45864.0,12800.0,13400.0
nissan,automatic,co,4.1,49064.0,9150.0,10400.0
honda,automatic,ga,2,,9750.0,9200.0
honda,automatic,ca,2.4,58762.0,15600.0,18200.0
ford,automatic,ca,4.3,28821.0,8800.0,9500.0
dodge,,tn,1.9,65661.0,7075.0,5700.0
honda,automatic,ny,4.7,32408.0,21100.0,21500.0
chevrolet,automatic,nv,3.9,38854.0,9250.0,10000.0
kia,automatic,md,4.2,100818.0,8125.0,6300.0
ford,,il,2.5,40437.0,14050.0,13000.0
kia,automatic,wa,5,9602.0,14150.0,14100.0
nissan,automatic,fl,3.7,29000.0,10250.0,11000.0
chevrolet,automatic,,3,21706.0,19750.0,19900.0
,automatic,tx,4.6,33951.0,28400.0,27300.0
chevrolet,automatic,,4.3,18913.0,52000.0,52500.0
chrysler,automatic,az,3.3,42161.0,10650.0,10500.0
ford,,,,34790.0,11700.0,11600.0
,automatic,fl,3.8,22069.0,9975.0,10200.0
,automatic,fl,4.7,35561.0,30100.0,31700.0
hyundai,automatic,,3.4,56374.0,10250.0,10100.0
nissan,,pa,3.5,,21900.0,22500.0
ford,automatic,mn,2.5,36848.0,22500.0,22000.0
hyundai,automatic,ga,,37811.0,13500.0,13100.0
ford,automatic,nc,3.4,105974.0,7175.0,10200.0
,automatic,fl,4.2,16285.0,47100.0,46400.0
toyota,automatic,fl,,32121.0,14850.0,13650.0
honda,automatic,,3.8,4725.0,13650.0,14300.0
nissan,,ca,2,26890.0,10250.0,9400.0
ford,automatic,ga,5,31920.0,23500.0,24500.0
ford,automatic,pa,4.1,25750.0,14900.0,13100.0
nissan,automatic,ca,4.5,10442.0,16400.0,15000.0
toyota,automatic,ga,,41353.0,12450.0,12900.0
ford,automatic,mi,4.6,36735.0,14950.0,14300.0
chrysler,automatic,fl,2.6,37938.0,10600.0,10800.0
,automatic,nj,1.9,10266.0,14100.0,9900.0
ford,automatic,mo,4.4,34223.0,18100.0,18200.0
nissan,automatic,ca,3.5,71870.0,9400.0,10200.0
chevrolet,automatic,ca,4.4,39139.0,13050.0,13700.0
nissan,automatic,fl,,17118.0,13600.0,15200.0
honda,automatic,az,1.9,46575.0,13100.0,10400.0
dodge,automatic,ga,3,54170.0,9525.0,9500.0
ford,automatic,tn,4.1,31114.0,18900.0,17500.0
ford,automatic,nc,3.5,78224.0,,18800.0
honda,automatic,,4.8,3276.0,14600.0,16100.0
ford,automatic,il,3.4,15149.0,22400.0,20500.0
chevrolet,automatic,ca,4.4,,10550.0,11300.0
dodge,automatic,az,3.1,60034.0,11350.0,11000.0
hyundai,,ga,4.4,45188.0,11550.0,12400.0
nissan,automatic,fl,2.5,16555.0,16000.0,14800.0
bmw,automatic,ca,4.1,,17100.0,17500.0
chevrolet,automatic,il,4,17693.0,49300.0,53000.0
honda,automatic,pa,,28459.0,22900.0,22700.0
ford,automatic,pa,4.2,71959.0,21000.0,19400.0
nissan,automatic,,3.6,45306.0,11250.0,11500.0
ford,automatic,mi,4.4,37774.0,,15000.0
chevrolet,automatic,fl,3.1,62629.0,11750.0,10200.0
ford,automatic,tn,3.8,,9400.0,9300.0
,automatic,ga,2.9,43367.0,24000.0,21100.0
toyota,automatic,oh,2.2,61036.0,9125.0,9300.0
hyundai,automatic,md,2.1,94557.0,9250.0,8500.0
chevrolet,automatic,nv,2.5,56286.0,32400.0,32250.0
hyundai,automatic,,3.6,55011.0,9550.0,9000.0
chrysler,automatic,ca,2.9,58365.0,6500.0,6200.0
hyundai,automatic,ga,2.6,20401.0,12250.0,10600.0
nissan,automatic,il,4.3,48662.0,16000.0,17200.0
ford,automatic,,4.2,64457.0,8875.0,9600.0
hyundai,automatic,,3.9,,11300.0,11400.0
kia,automatic,,5,4147.0,11150.0,12000.0
dodge,automatic,ca,3.8,96515.0,6550.0,8200.0
dodge,automatic,ny,4.9,11366.0,28500.0,28300.0
ford,manual,,2.5,61732.0,6200.0,5500.0
,automatic,mi,3.9,48008.0,22900.0,22700.0
chrysler,automatic,mo,3.7,35564.0,20300.0,20300.0
nissan,automatic,nj,2.9,28407.0,,11900.0
chevrolet,automatic,ne,3.8,23930.0,,16600.0
toyota,,ms,4.1,39740.0,13400.0,14400.0
chevrolet,automatic,ne,2,17834.0,13400.0,9400.0
,automatic,,4.3,22677.0,39000.0,45200.0
chevrolet,automatic,oh,5,79610.0,,10000.0
ford,automatic,tn,4.5,24044.0,27000.0,25900.0
chrysler,automatic,,,16394.0,14600.0,13500.0
,automatic,fl,3.4,32260.0,18100.0,16000.0
dodge,automatic,mn,4,30519.0,16650.0,16700.0
toyota,automatic,az,3.8,33402.0,15150.0,15200.0
,automatic,az,3.5,33793.0,13200.0,14000.0
dodge,automatic,fl,2.8,65882.0,10850.0,10300.0
nissan,automatic,fl,4.5,22735.0,16700.0,18600.0
chevrolet,automatic,va,,77280.0,,7000.0
ford,automatic,fl,4.6,14648.0,18250.0,20000.0
hyundai,automatic,tx,4.8,17951.0,11250.0,11200.0
honda,automatic,ca,3.3,45307.0,19200.0,18200.0
chevrolet,automatic,,3.6,42766.0,12900.0,13700.0
honda,automatic,pa,3.5,47731.0,12850.0,12300.0
kia,manual,fl,3.6,32256.0,9900.0,9500.0
,automatic,pr,3.9,22763.0,9250.0,9000.0
ford,automatic,mn,2.9,86555.0,10200.0,11300.0
,automatic,ga,2.8,,7475.0,8300.0
kia,,nv,3.9,23561.0,13050.0,13200.0
bmw,automatic,ca,4.4,,42200.0,42000.0
toyota,automatic,fl,4.7,4688.0,13300.0,13600.0
ford,automatic,ne,3.8,49172.0,13850.0,14300.0
chevrolet,automatic,ca,4.2,49625.0,8250.0,8600.0
nissan,automatic,ca,4.6,,17300.0,21750.0
nissan,automatic,ca,2.8,39053.0,11250.0,11000.0
chevrolet,automatic,nc,3.8,115622.0,6950.0,7400.0
dodge,,fl,4.3,38051.0,16200.0,16400.0
ford,automatic,tn,4.1,80126.0,15550.0,16000.0
bmw,automatic,,4.4,32391.0,29100.0,26200.0
toyota,automatic,fl,3.5,33479.0,15050.0,14400.0
ford,automatic,ga,3.7,38409.0,10050.0,9700.0
hyundai,automatic,,3.8,41234.0,11000.0,11600.0
chevrolet,automatic,,4.3,45972.0,9600.0,9500.0
nissan,automatic,ne,3.5,57013.0,11900.0,11900.0
kia,automatic,sc,3.5,41949.0,8150.0,9100.0
kia,automatic,tx,,83963.0,14200.0,9000.0
dodge,automatic,va,4,15251.0,,17000.0
ford,automatic,co,4.6,,34600.0,35000.0
ford,automatic,nv,3.6,50363.0,15100.0,14400.0
,automatic,ca,4.7,18705.0,27200.0,26500.0
nissan,automatic,nj,3.7,36114.0,11250.0,10500.0
nissan,automatic,nj,2.4,46389.0,16300.0,13200.0
bmw,automatic,fl,2.5,70005.0,14750.0,14000.0
dodge,automatic,ca,3.1,100882.0,5025.0,5700.0
toyota,automatic,nv,4.3,11053.0,16150.0,16300.0
ford,automatic,nc,3.1,76414.0,,8500.0
ford,automatic,fl,,,25500.0,25700.0
nissan,automatic,il,3.5,38660.0,10350.0,10000.0
,automatic,hi,3.4,21530.0,12500.0,13250.0
ford,automatic,ne,3.9,39821.0,11100.0,11900.0
toyota,automatic,ga,3.3,35406.0,12900.0,12500.0
hyundai,automatic,pa,3.9,21616.0,9350.0,9200.0
toyota,,fl,4.3,13569.0,15550.0,15900.0
ford,automatic,nj,3.2,126994.0,6125.0,6000.0
dodge,automatic,or,1,33379.0,15450.0,12500.0
nissan,automatic,tx,4.7,10063.0,14900.0,13400.0
nissan,automatic,fl,3,112578.0,4300.0,4500.0
nissan,automatic,ca,2.9,,16950.0,18600.0
kia,automatic,wi,3.9,32693.0,10900.0,10900.0
,automatic,pa,4.8,39593.0,,15400.0
nissan,automatic,il,2.9,18.0,,16400.0
honda,automatic,,3.5,,12150.0,13600.0
nissan,automatic,fl,4.8,17857.0,,8400.0
,,tn,4.7,31112.0,14500.0,15200.0
chrysler,automatic,nc,2.8,82990.0,8250.0,8200.0
ford,automatic,il,2.7,,16300.0,15500.0
ford,automatic,mn,3.8,,14400.0,24700.0
chevrolet,automatic,wa,3.8,60070.0,11950.0,12600.0
honda,automatic,ne,3.1,109015.0,12150.0,10400.0
dodge,automatic,tx,2.7,35488.0,13300.0,12600.0
chrysler,,,3.6,128747.0,3725.0,3100.0
ford,,pa,4.8,23560.0,24100.0,24400.0
chevrolet,automatic,in,1.9,39702.0,8100.0,7400.0
ford,automatic,sc,3.9,62991.0,12100.0,13300.0
ford,automatic,nj,3.4,31022.0,18450.0,18300.0
kia,automatic,nv,4.3,12768.0,12550.0,13000.0
ford,,pa,3.9,13272.0,21200.0,20700.0
chevrolet,automatic,ga,3.4,106916.0,23800.0,23900.0
chevrolet,automatic,tx,1.9,162622.0,16450.0,14300.0
,automatic,fl,4.2,34277.0,11600.0,12800.0
chevrolet,automatic,,2.8,91896.0,4975.0,3800.0
chevrolet,automatic,tn,4.8,76709.0,8450.0,9300.0
chevrolet,automatic,wi,2.4,45684.0,21300.0,22000.0
hyundai,automatic,tx,4.9,18530.0,20000.0,21000.0
,,mn,2.6,28619.0,10350.0,9700.0
dodge,automatic,wa,3.5,34358.0,13950.0,15700.0
toyota,automatic,pr,3.8,16777.0,10750.0,9700.0
dodge,automatic,mi,4.8,56456.0,14050.0,14600.0
kia,automatic,ga,3.2,,9075.0,9800.0
chevrolet,automatic,mi,5,78055.0,7575.0,8500.0
ford,automatic,il,4.2,38131.0,17400.0,18900.0
,automatic,fl,3.7,16099.0,13850.0,13700.0
,automatic,ca,3.1,26134.0,24400.0,25500.0
chevrolet,automatic,nc,4.5,51222.0,17350.0,17900.0
nissan,automatic,il,,32538.0,13600.0,13300.0
nissan,automatic,nj,4.2,,15750.0,16000.0
kia,automatic,ca,4.3,9052.0,,16250.0
ford,,,4.9,,19600.0,21200.0
chevrolet,automatic,,,56621.0,11600.0,11300.0
ford,automatic,fl,3.3,96983.0,19850.0,18000.0
nissan,,fl,3.7,52509.0,8075.0,7200.0
toyota,automatic,il,4.3,45836.0,16750.0,16400.0
toyota,automatic,tx,3.2,44557.0,10900.0,10800.0
nissan,automatic,nv,4.6,10485.0,,15250.0
ford,automatic,fl,3.4,,9650.0,10100.0
dodge,automatic,fl,3.5,,,11800.0
chevrolet,automatic,fl,4,17518.0,14550.0,14700.0
nissan,automatic,pa,4.4,47557.0,16000.0,16900.0
nissan,automatic,,3.4,,8650.0,8500.0
chevrolet,automatic,mn,4.4,64721.0,13450.0,13300.0
chevrolet,automatic,oh,1.9,47879.0,9225.0,6200.0
nissan,automatic,tn,4.6,13310.0,11050.0,13100.0
honda,manual,nj,3.5,28485.0,15500.0,14400.0
chevrolet,automatic,,2.3,,16400.0,17300.0
ford,automatic,tx,2.8,103121.0,13050.0,10000.0
nissan,automatic,tx,4.6,34317.0,13650.0,13800.0
chevrolet,automatic,mo,4.1,84354.0,,8000.0
chevrolet,automatic,mn,3.5,43318.0,,10800.0
ford,automatic,,2.4,18212.0,17000.0,15800.0
kia,automatic,tn,4.5,53236.0,16050.0,17500.0
toyota,automatic,nj,3.3,57198.0,13700.0,13800.0
hyundai,automatic,fl,4.4,34304.0,10400.0,11500.0
,automatic,mo,4,,13150.0,13000.0
nissan,automatic,ga,4.5,18032.0,8600.0,8600.0
ford,automatic,fl,4.5,21559.0,12600.0,12600.0
ford,automatic,ny,2.6,25819.0,33100.0,31500.0
toyota,automatic,,4.6,17218.0,,15500.0
,,nj,2,85365.0,14650.0,14000.0
honda,automatic,nj,4.2,28427.0,11900.0,12800.0
chrysler,automatic,ca,4.3,27368.0,21300.0,22000.0
kia,automatic,nj,4.4,14862.0,17750.0,17100.0
toyota,automatic,mo,4.7,47552.0,26000.0,27800.0
chevrolet,automatic,tn,2.9,7282.0,12250.0,8800.0
nissan,automatic,fl,4.1,30601.0,13950.0,14700.0
ford,,mi,4,12842.0,29800.0,30000.0
dodge,automatic,nj,3.2,114829.0,7225.0,7300.0
nissan,automatic,il,3.1,36937.0,11850.0,13400.0
ford,automatic,nj,3.7,20790.0,12250.0,12000.0
ford,automatic,co,4.2,46662.0,10300.0,10400.0
honda,automatic,tn,4.9,40659.0,11250.0,12400.0
kia,automatic,tx,4.4,50327.0,11900.0,13200.0
ford,,fl,,41676.0,17800.0,17500.0
hyundai,automatic,tn,3.9,49573.0,8450.0,8600.0
ford,,mi,,38458.0,17200.0,17000.0
,automatic,or,4.4,12746.0,16500.0,16500.0
ford,automatic,fl,4.6,54909.0,11450.0,12000.0
nissan,automatic,co,3.5,59244.0,7050.0,8500.0
chrysler,automatic,fl,3,30073.0,18400.0,18000.0
dodge,automatic,nv,,46406.0,12600.0,12700.0
nissan,automatic,il,3.3,41019.0,15750.0,14700.0
chevrolet,,ga,3.5,132802.0,6625.0,6700.0
ford,automatic,ca,,15773.0,16150.0,14800.0
hyundai,automatic,nj,2,13335.0,16200.0,11800.0
chevrolet,,fl,4.7,7733.0,32900.0,32800.0
hyundai,automatic,tn,2.8,131178.0,3900.0,4000.0
ford,automatic,mo,4.4,33440.0,,20100.0
chevrolet,automatic,pr,2.7,,10600.0,5000.0
nissan,automatic,tx,2.9,9142.0,15300.0,15800.0
ford,automatic,,4.9,13573.0,19100.0,14200.0
honda,automatic,ca,4.2,60110.0,14450.0,15900.0
kia,automatic,,4.3,50616.0,7800.0,8200.0
ford,automatic,nc,5,,26100.0,28800.0
,automatic,,4.6,17211.0,27900.0,28700.0
ford,automatic,fl,4.7,8765.0,30100.0,29300.0
ford,manual,,2.4,65127.0,13300.0,12500.0
honda,automatic,pa,3.2,37700.0,15400.0,14800.0
toyota,automatic,fl,4,32083.0,14800.0,12200.0
,automatic,ca,2.3,76005.0,5975.0,5500.0
chevrolet,automatic,ga,3.7,108312.0,5750.0,7800.0
bmw,automatic,ca,2.8,76279.0,,34000.0
toyota,automatic,wa,3.1,25269.0,21800.0,22500.0
toyota,automatic,tx,3.1,60071.0,13050.0,13500.0
ford,automatic,tn,4.9,33440.0,26100.0,29100.0
nissan,automatic,mo,4.4,48631.0,,15600.0
kia,automatic,ga,2.8,24822.0,,9700.0
ford,automatic,tx,,21470.0,15800.0,15300.0
toyota,automatic,,,19787.0,16350.0,16100.0
hyundai,automatic,fl,2.6,38789.0,12150.0,11800.0
dodge,,fl,3.4,25251.0,11300.0,10700.0
dodge,automatic,mn,3.4,37923.0,15950.0,16600.0
dodge,manual,nj,4.7,3590.0,35900.0,30000.0
nissan,automatic,fl,2.7,31700.0,17200.0,16000.0
,automatic,ny,,25711.0,31700.0,29300.0
chevrolet,automatic,co,2.6,45296.0,17350.0,17000.0
nissan,automatic,wi,2.7,41497.0,10650.0,10200.0
hyundai,automatic,pa,4.4,8953.0,13550.0,13900.0
,automatic,,3.5,56801.0,14050.0,13500.0
honda,automatic,tx,3.6,48073.0,9650.0,10200.0
bmw,automatic,ca,4.1,34452.0,,50500.0
nissan,automatic,il,3.8,27847.0,12450.0,12300.0
ford,automatic,mn,3,48494.0,16650.0,15700.0
dodge,automatic,ca,4.5,19428.0,32700.0,34100.0
kia,automatic,,4.1,41057.0,9025.0,9000.0
chevrolet,automatic,tn,3.3,43468.0,10750.0,10600.0
chevrolet,automatic,mi,4.4,47281.0,30800.0,35000.0
bmw,automatic,fl,4.5,21249.0,24700.0,28000.0
ford,,fl,3.6,41965.0,9750.0,10300.0
ford,automatic,nj,4.2,3699.0,19000.0,18600.0
ford,automatic,pa,3.8,34701.0,14250.0,14700.0
nissan,automatic,mo,4.3,31321.0,16250.0,16200.0
kia,automatic,nv,4.3,16278.0,15050.0,15900.0
chrysler,automatic,mi,2.8,,11000.0,10000.0
ford,automatic,mo,4.9,31727.0,24900.0,24700.0
chevrolet,,,1.9,11367.0,15300.0,14000.0
chevrolet,automatic,fl,4.7,6087.0,10350.0,11000.0
ford,automatic,pa,2.7,54686.0,8850.0,8500.0
ford,automatic,mo,4.2,30202.0,16400.0,16300.0
toyota,manual,nj,2.6,94097.0,6875.0,6500.0
nissan,automatic,tn,4.9,11904.0,25700.0,27200.0
,automatic,mi,3,61823.0,8925.0,8900.0
ford,automatic,mo,2.6,12125.0,16200.0,14200.0
chevrolet,automatic,wi,3.6,42766.0,12450.0,12100.0
,automatic,wa,3.8,35394.0,11250.0,12400.0
ford,automatic,,4.7,17428.0,18800.0,22100.0
,automatic,fl,4.9,25069.0,23400.0,23600.0
kia,automatic,az,2.6,78642.0,,12500.0
hyundai,automatic,nj,3.1,,10350.0,10300.0
nissan,automatic,la,2.8,59019.0,13850.0,14000.0
kia,automatic,wa,4,48389.0,9525.0,10200.0
ford,automatic,pa,4.9,57182.0,27100.0,27500.0
chrysler,automatic,fl,4,26387.0,18700.0,17900.0
honda,automatic,pa,3.7,34659.0,,21400.0
toyota,automatic,nc,3.9,77244.0,19500.0,18600.0
kia,automatic,,3.8,41417.0,7150.0,7600.0
honda,automatic,ca,,24969.0,13100.0,12100.0
toyota,automatic,ga,4,27302.0,10500.0,10400.0
toyota,automatic,ga,3.7,3628.0,14800.0,14100.0
,automatic,ca,3.6,98138.0,7975.0,10100.0
chevrolet,automatic,tx,3.2,134269.0,4825.0,5400.0
ford,automatic,pa,,28740.0,,22400.0
honda,automatic,ca,1,,12900.0,10700.0
kia,automatic,oh,3.5,51808.0,10950.0,11001.0
toyota,automatic,fl,,21424.0,22900.0,22300.0
ford,automatic,mi,4.3,,18800.0,19100.0
ford,automatic,ca,4.7,33760.0,,25500.0
nissan,automatic,fl,4.3,39298.0,17250.0,19800.0
ford,automatic,fl,4.4,6109.0,21800.0,21600.0
hyundai,automatic,oh,4.7,24874.0,12250.0,12500.0
ford,automatic,mi,3.7,65480.0,,12900.0
chevrolet,automatic,fl,2.8,94845.0,12300.0,11800.0
ford,,tn,3.7,32595.0,17650.0,17750.0
chevrolet,automatic,,2.4,79002.0,4925.0,5400.0
chevrolet,automatic,,,34056.0,12950.0,13000.0
,automatic,tx,,10987.0,16300.0,17200.0
chevrolet,automatic,nc,3.4,68334.0,,23900.0
chrysler,automatic,il,4.1,58707.0,8750.0,9000.0
honda,automatic,nj,3.4,28522.0,12850.0,13400.0
,automatic,nj,4.4,11147.0,29600.0,31250.0
ford,automatic,ca,4.6,28062.0,20300.0,18100.0
dodge,automatic,ca,3.8,67370.0,10200.0,11000.0
hyundai,automatic,ca,4.3,12089.0,,13800.0
toyota,automatic,,2.4,39452.0,,14250.0
nissan,automatic,,3.6,56209.0,7525.0,8900.0
chevrolet,automatic,fl,4,16802.0,14950.0,15300.0
ford,automatic,,3.4,32993.0,44300.0,41700.0
ford,automatic,mo,4.4,12774.0,17450.0,17800.0
,automatic,mn,2.6,36159.0,9050.0,8500.0
hyundai,automatic,oh,2.9,99340.0,5575.0,5900.0
nissan,automatic,ca,4.3,13647.0,8575.0,8100.0
hyundai,automatic,ga,3.7,,3225.0,3900.0
toyota,,pr,3.7,15933.0,9625.0,10400.0
chrysler,automatic,il,3,,20900.0,20000.0
hyundai,automatic,fl,4.2,54615.0,10800.0,10800.0
dodge,automatic,,3.6,55194.0,19650.0,16900.0
nissan,automatic,il,3.8,14247.0,11550.0,10600.0
kia,automatic,oh,4.9,3140.0,21700.0,21400.0
nissan,automatic,ca,4.2,16045.0,9575.0,8800.0
toyota,automatic,ca,2.6,15390.0,19700.0,21250.0
ford,,il,3.5,76786.0,8800.0,8600.0
ford,automatic,ca,4.1,32421.0,10550.0,10900.0
,automatic,pa,2,36468.0,14750.0,13800.0
nissan,,pa,4.3,24366.0,9100.0,9300.0
chevrolet,automatic,ma,4.2,19256.0,54600.0,55000.0
ford,automatic,nv,3.7,,15900.0,14300.0
bmw,automatic,,4.4,33773.0,27300.0,25800.0
ford,,,2.9,28086.0,10900.0,11200.0
ford,automatic,il,4.3,54389.0,10200.0,10000.0
dodge,,pa,4,29054.0,16600.0,16100.0
hyundai,,fl,3.5,,,13600.0
toyota,automatic,oh,4.2,34485.0,15550.0,15700.0
chrysler,,or,3.5,32999.0,12150.0,12200.0
kia,automatic,va,,31535.0,12750.0,12200.0
bmw,,nj,4.3,,39300.0,40250.0
bmw,automatic,ca,4,54438.0,29100.0,28250.0
ford,,nj,1.9,60549.0,14300.0,14000.0
nissan,automatic,,3.5,45604.0,15700.0,16000.0
ford,automatic,,3.8,30181.0,23900.0,22400.0
chevrolet,automatic,wi,3.2,61431.0,9500.0,8800.0
ford,automatic,co,3.9,103913.0,10100.0,9900.0
honda,automatic,fl,3.6,43467.0,10500.0,11200.0
ford,automatic,,3.6,54681.0,12500.0,12500.0
toyota,automatic,nc,4.3,12293.0,16750.0,17000.0
ford,automatic,,4.5,15170.0,19500.0,19100.0
honda,automatic,pa,,35053.0,17200.0,17100.0
toyota,automatic,,2.9,,9225.0,8900.0
kia,automatic,ga,4.3,23981.0,19500.0,20500.0
nissan,automatic,pa,3.2,25352.0,14000.0,11700.0
ford,automatic,ca,2.8,85422.0,7775.0,7500.0
dodge,automatic,oh,2,115464.0,,6600.0
ford,,tx,3,92975.0,11850.0,12400.0
,automatic,mi,4,,19650.0,21200.0
nissan,automatic,fl,1.9,28746.0,13550.0,12600.0
ford,automatic,il,4.4,34446.0,18750.0,18900.0
ford,automatic,co,4.2,,15100.0,17100.0
dodge,automatic,ga,4.2,46593.0,17500.0,19800.0
chevrolet,automatic,nc,4.4,83736.0,10000.0,10200.0
ford,automatic,ga,4.4,13109.0,18300.0,18800.0
,automatic,pa,2.8,43450.0,17700.0,17200.0
ford,automatic,ny,3.8,10403.0,16300.0,15700.0
bmw,automatic,nv,4.3,33140.0,29100.0,28750.0
toyota,automatic,fl,2.2,28964.0,10900.0,8800.0
chevrolet,automatic,ca,4,50456.0,9700.0,9700.0
ford,automatic,ca,3.3,58317.0,13100.0,13101.0
ford,automatic,mi,5,8555.0,,16200.0
hyundai,automatic,md,,,10300.0,10400.0
toyota,automatic,fl,,11879.0,25100.0,24200.0
ford,automatic,fl,4.1,31836.0,17000.0,15800.0
chrysler,,fl,4,15094.0,20000.0,20000.0
toyota,automatic,oh,4.7,38708.0,22000.0,24400.0
chevrolet,automatic,tx,,42958.0,38700.0,38500.0
toyota,automatic,wa,3.5,51342.0,11750.0,12900.0
toyota,automatic,pr,,3668.0,,13400.0
,automatic,pa,,13972.0,23400.0,22400.0
hyundai,automatic,fl,2.3,49804.0,14550.0,13400.0
ford,automatic,nc,4.2,111965.0,9075.0,9800.0
kia,automatic,tx,4.3,,10050.0,10400.0
toyota,automatic,tx,5,4967.0,26800.0,27000.0
kia,automatic,oh,4.3,55533.0,,8601.0
hyundai,automatic,ca,4.4,20942.0,14550.0,16200.0
bmw,automatic,nv,4.2,48660.0,28800.0,28750.0
ford,automatic,pa,3.7,60131.0,12950.0,13400.0
toyota,automatic,fl,4.3,320.0,17400.0,18000.0
chevrolet,automatic,ms,2.1,,12400.0,11000.0
toyota,automatic,az,2.4,52691.0,11700.0,12600.0
chevrolet,automatic,fl,3.6,29356.0,22800.0,24000.0
nissan,automatic,,4.8,20824.0,13100.0,14600.0
ford,automatic,tx,2.9,147523.0,36100.0,27500.0
kia,automatic,tx,4.2,,11900.0,12000.0
chevrolet,automatic,tn,4.5,,29900.0,31400.0
kia,automatic,tx,4.2,41898.0,10300.0,10400.0
toyota,automatic,az,4,45210.0,,27100.0
honda,,pa,4.3,50765.0,,18900.0
chrysler,automatic,mn,4,22628.0,19250.0,19600.0
hyundai,automatic,nc,2.6,127974.0,3225.0,4600.0
nissan,automatic,co,4.2,,23700.0,24500.0
nissan,automatic,ga,2.8,69725.0,9950.0,10800.0
nissan,automatic,fl,3.4,7206.0,13700.0,12400.0
dodge,automatic,fl,3.5,54393.0,9950.0,10500.0
ford,automatic,fl,4.8,29320.0,,17200.0
honda,automatic,ca,3.3,33700.0,,12400.0
ford,automatic,pa,4.7,9892.0,,13400.0
ford,,tx,,164314.0,21400.0,19900.0
toyota,automatic,fl,,19490.0,10950.0,11200.0
nissan,,ca,,45517.0,10900.0,11000.0
chevrolet,automatic,ny,3.8,123036.0,9725.0,9400.0
honda,automatic,nj,2.4,26802.0,13100.0,11600.0
toyota,automatic,wi,2,10093.0,14150.0,9300.0
nissan,automatic,fl,4.7,19575.0,,17200.0
chrysler,automatic,mo,4.4,6797.0,13850.0,14300.0
toyota,automatic,va,3.6,,10850.0,10500.0
toyota,automatic,,3.6,44546.0,13000.0,11900.0
kia,automatic,oh,4.5,35255.0,10200.0,10300.0
toyota,automatic,fl,3.9,111269.0,9675.0,10700.0
dodge,,tx,4.4,,,12000.0
,automatic,mi,,58701.0,18050.0,17800.0
chevrolet,automatic,fl,5,16042.0,24800.0,25600.0
hyundai,manual,ca,,12932.0,13850.0,14300.0
chevrolet,automatic,,4.3,117415.0,21500.0,21000.0
,automatic,mi,4.8,,15550.0,15200.0
ford,,fl,,55748.0,9400.0,9400.0
dodge,automatic,ma,4.6,109573.0,6825.0,6700.0
hyundai,automatic,fl,4.2,53142.0,8650.0,8900.0
nissan,automatic,il,4.1,37519.0,,13900.0
toyota,automatic,ga,,103007.0,8750.0,10000.0
chevrolet,automatic,il,,9007.0,17050.0,17800.0
hyundai,automatic,ca,3.4,57490.0,11300.0,11700.0
ford,automatic,nv,3.7,30329.0,28700.0,28750.0
,automatic,il,4.4,19003.0,16750.0,15300.0
chevrolet,automatic,mo,3.7,66649.0,12950.0,13300.0
nissan,automatic,fl,4.4,25402.0,12800.0,12600.0
,automatic,nv,3.7,27326.0,21400.0,21000.0
