make,transmission,state,condition,odometer,auction_value,selling_price
chevrolet,automatic,il,4,22635.0,25500.0,24900.0
chevrolet,automatic,,2.5,74217.0,11100.0,10400.0
,automatic,,3.4,82699.0,16200.0,15600.0
kia,automatic,oh,,32164.0,16700.0,16600.0
ford,automatic,,3.7,52938.0,10350.0,10600.0
ford,automatic,mo,4.6,21273.0,20000.0,21500.0
dodge,automatic,nc,2.1,103462.0,5200.0,3900.0
dodge,,ne,3.7,34502.0,,16500.0
dodge,automatic,fl,4.2,60533.0,9700.0,10600.0
honda,automatic,,4,51366.0,26100.0,25750.0
hyundai,,fl,2.8,22242.0,13000.0,12500.0
toyota,automatic,pa,2.7,56647.0,9575.0,9300.0
chevrolet,automatic,tx,5,3610.0,27000.0,29100.0
chrysler,automatic,tx,2.9,60734.0,8875.0,6300.0
ford,automatic,co,4.1,43916.0,11600.0,11600.0
chevrolet,automatic,mi,4.4,19738.0,18650.0,17000.0
honda,automatic,fl,,,12950.0,10100.0
dodge,automatic,fl,,40436.0,9350.0,10300.0
chevrolet,automatic,il,4,23927.0,9475.0,9600.0
ford,automatic,mi,5,4045.0,17550.0,17800.0
nissan,automatic,fl,3.7,66238.0,10700.0,12600.0
ford,automatic,tx,4.8,15017.0,23900.0,23300.0
bmw,automatic,hi,3,,19700.0,19500.0
ford,automatic,mo,4.1,80216.0,19800.0,20700.0
chevrolet,automatic,tx,3.7,64487.0,12400.0,12600.0
ford,automatic,tn,4.7,33622.0,,22300.0
,automatic,fl,3.1,41608.0,10050.0,9600.0
ford,automatic,ca,4.2,27866.0,23400.0,23100.0
chevrolet,automatic,ga,3.7,107199.0,,9000.0
toyota,automatic,pa,4.4,,7050.0,8000.0
nissan,automatic,nj,4.2,5626.0,12750.0,13700.0
hyundai,automatic,tx,4.2,35805.0,12550.0,12800.0
chevrolet,automatic,ga,4.5,34683.0,20900.0,21200.0
ford,automatic,tx,4.5,33480.0,16700.0,17500.0
chrysler,automatic,tx,4.4,38103.0,,21600.0
kia,automatic,nv,4.1,12787.0,12000.0,11800.0
dodge,automatic,ca,3.4,28151.0,18150.0,17000.0
chevrolet,automatic,in,3.2,73633.0,11600.0,12600.0
dodge,automatic,nv,3.7,,12250.0,13400.0
toyota,automatic,in,,,,5600.0
ford,,nv,4.6,94936.0,8075.0,9100.0
chevrolet,automatic,fl,1.9,,5000.0,4600.0
honda,automatic,nj,2.6,23150.0,14050.0,13000.0
kia,automatic,ga,1.9,5281.0,12750.0,8500.0
ford,automatic,mi,5,271.0,51500.0,54200.0
bmw,automatic,,3.9,70769.0,24400.0,21750.0
ford,,fl,4.2,12803.0,23200.0,23100.0
chevrolet,,md,3.9,29390.0,12000.0,11300.0
bmw,automatic,nv,4.5,25902.0,49300.0,48500.0
chevrolet,automatic,fl,2.5,39900.0,38200.0,37500.0
kia,automatic,nv,4.4,15870.0,15200.0,15300.0
,automatic,wa,4.6,25316.0,11450.0,11300.0
kia,,tn,4.1,28669.0,11700.0,11700.0
ford,,fl,4.2,23897.0,19900.0,20100.0
ford,automatic,ga,4.5,42357.0,12200.0,12900.0
ford,automatic,ga,4.9,30077.0,12200.0,12500.0
,automatic,co,4.4,38971.0,26100.0,28100.0
bmw,,nv,4.3,4864.0,35200.0,31750.0
ford,automatic,,4.4,36730.0,10300.0,10700.0
toyota,automatic,oh,3.5,40586.0,13200.0,12700.0
hyundai,automatic,,3.9,24165.0,11950.0,12000.0
ford,automatic,nv,4.6,24640.0,21800.0,22000.0
chevrolet,automatic,ca,3.8,47838.0,27700.0,27300.0
hyundai,automatic,fl,4.6,84626.0,7700.0,5200.0
toyota,automatic,ca,1.9,60570.0,13400.0,11000.0
toyota,automatic,fl,5,3330.0,14550.0,15100.0
,automatic,ny,,62196.0,10450.0,9600.0
chevrolet,automatic,tx,3.6,26773.0,13250.0,12600.0
,automatic,fl,3.8,32510.0,20000.0,20600.0
toyota,automatic,sc,2.9,60533.0,10700.0,10500.0
toyota,automatic,ca,1,,11800.0,4200.0
,automatic,mo,,40827.0,10650.0,10400.0
ford,automatic,fl,4.3,37888.0,16500.0,16300.0
hyundai,automatic,co,1.9,73714.0,5975.0,3700.0
nissan,automatic,fl,3.3,26030.0,17500.0,14000.0
nissan,automatic,az,2.6,15543.0,14150.0,12000.0
chevrolet,automatic,fl,4,9396.0,21900.0,21600.0
chevrolet,automatic,tx,1.9,50660.0,12850.0,12000.0
chevrolet,automatic,ca,4.3,70367.0,6850.0,8600.0
ford,automatic,nj,4.3,35616.0,11550.0,11400.0
chevrolet,automatic,ca,4.3,36795.0,12700.0,12500.0
chevrolet,automatic,tn,4.9,13259.0,,36900.0
nissan,automatic,il,4.4,15568.0,18400.0,21100.0
honda,automatic,in,4.2,89177.0,12600.0,10700.0
chevrolet,automatic,ut,3.3,56083.0,,9600.0
ford,automatic,il,4.1,23973.0,23600.0,24700.0
nissan,manual,nv,4.9,10384.0,9450.0,9500.0
nissan,automatic,la,4,19918.0,,10100.0
ford,automatic,mo,,64284.0,12650.0,13500.0
hyundai,automatic,tx,4.8,34242.0,16150.0,17100.0
ford,automatic,ca,2.6,59449.0,8650.0,8600.0
,automatic,,4.8,44042.0,15300.0,15700.0
ford,automatic,pa,4.8,,26100.0,26100.0
hyundai,automatic,il,3.4,52352.0,9450.0,9950.0
dodge,automatic,in,4.4,99589.0,8525.0,8800.0
hyundai,automatic,fl,4,37389.0,11500.0,11900.0
ford,automatic,mo,3.3,232177.0,11150.0,9700.0
chrysler,automatic,fl,4,24213.0,19100.0,18600.0
nissan,manual,ca,3.9,1608.0,10900.0,11000.0
honda,automatic,nj,,4272.0,25700.0,24000.0
dodge,automatic,ms,2.7,50055.0,,9900.0
toyota,automatic,oh,3.5,43125.0,12750.0,12300.0
ford,automatic,ga,,,14650.0,13600.0
chevrolet,automatic,ca,2.8,57262.0,10450.0,10000.0
honda,automatic,in,4.1,20205.0,28900.0,28500.0
toyota,automatic,fl,4.7,25606.0,15200.0,15400.0
,,mi,3.5,41664.0,33300.0,31000.0
,automatic,nc,1.9,,8450.0,6800.0
ford,automatic,,4.2,18673.0,17000.0,17600.0
dodge,automatic,ne,3.7,20936.0,16700.0,16900.0
nissan,,pa,2.8,50974.0,15650.0,15300.0
nissan,automatic,tx,3.7,47103.0,16150.0,16800.0
ford,,az,3.6,37208.0,9175.0,9600.0
ford,automatic,ga,,44688.0,9125.0,9300.0
nissan,automatic,fl,,43145.0,16250.0,19800.0
nissan,,nc,3.9,,,12000.0
hyundai,automatic,wa,4.4,34528.0,17600.0,17600.0
bmw,,nv,4.4,26601.0,24800.0,25500.0
chevrolet,automatic,,3.4,61174.0,27200.0,27600.0
nissan,automatic,il,3.5,,12650.0,13000.0
hyundai,automatic,ga,2.8,48531.0,13150.0,12300.0
dodge,automatic,nv,2.6,100360.0,8275.0,8000.0
chevrolet,automatic,,1.9,130096.0,,3100.0
toyota,automatic,mo,1.9,60291.0,11400.0,11200.0
chrysler,automatic,fl,4,42457.0,16850.0,14800.0
,,nj,4.2,18368.0,14050.0,15000.0
ford,automatic,il,4.9,11027.0,25900.0,25000.0
honda,automatic,nj,2.8,100605.0,16450.0,14600.0
hyundai,automatic,fl,4.1,35274.0,12050.0,11900.0
dodge,automatic,ca,3.4,7242.0,25600.0,26000.0
ford,manual,az,4.4,15295.0,12300.0,11000.0
ford,automatic,tx,4.1,,26400.0,24500.0
ford,automatic,il,4.8,20762.0,,18200.0
nissan,automatic,oh,4.3,26340.0,12550.0,12300.0
bmw,automatic,ca,3.5,29752.0,43800.0,42500.0
chrysler,automatic,tx,4.4,37050.0,22000.0,23600.0
ford,automatic,ca,2.7,76280.0,5675.0,7700.0
chevrolet,automatic,tn,,60572.0,11000.0,11400.0
ford,automatic,tx,4.2,,17650.0,17600.0
,automatic,nv,4.4,8396.0,12750.0,13600.0
,automatic,nj,3.8,12279.0,9550.0,10400.0
,automatic,nc,2.9,104222.0,9200.0,8200.0
ford,,ca,4.3,6543.0,18100.0,18300.0
,automatic,fl,4.8,18021.0,,20400.0
,automatic,tx,3,,18650.0,17400.0
nissan,automatic,il,2.6,38688.0,11750.0,13700.0
kia,automatic,tx,4.3,24903.0,10450.0,11700.0
toyota,automatic,fl,3.4,57825.0,16050.0,16600.0
honda,manual,ca,3.2,66521.0,8700.0,8100.0
,automatic,,2.7,83476.0,7900.0,6600.0
,automatic,,,50498.0,10550.0,11000.0
ford,automatic,ga,3.2,,18950.0,18300.0
dodge,automatic,fl,2.5,67939.0,8325.0,7700.0
honda,,ca,4.9,8298.0,19700.0,19800.0
chevrolet,automatic,ca,4.7,46781.0,16350.0,15000.0
chevrolet,automatic,ne,4,12256.0,42400.0,41300.0
,,,3.5,34708.0,10600.0,10700.0
,automatic,,4.1,23708.0,11500.0,12100.0
dodge,automatic,il,4.9,5522.0,12900.0,13800.0
nissan,automatic,il,,53836.0,12500.0,8300.0
toyota,automatic,mn,4.6,52082.0,8825.0,9101.0
chrysler,automatic,pa,3,,19650.0,18500.0
toyota,automatic,tn,3.5,28643.0,15250.0,15800.0
dodge,automatic,fl,5,12759.0,22600.0,22400.0
nissan,automatic,oh,,25082.0,,11700.0
nissan,automatic,,3.8,11078.0,24000.0,23900.0
,automatic,sc,1,,14150.0,8700.0
nissan,,,4.2,29091.0,,13000.0
,automatic,fl,3.3,85425.0,8400.0,6900.0
chevrolet,automatic,mn,4.2,,21500.0,19800.0
ford,automatic,fl,4.3,25659.0,7750.0,10000.0
nissan,,ca,3.7,17784.0,,11200.0
nissan,automatic,tx,2.8,,10950.0,9000.0
toyota,automatic,fl,4.2,26738.0,20100.0,21500.0
toyota,automatic,ca,3.4,58332.0,10600.0,12600.0
ford,automatic,tn,3.5,31604.0,18050.0,18200.0
toyota,automatic,tx,1.9,38623.0,13250.0,11000.0
ford,automatic,,4.8,14120.0,15050.0,15300.0
toyota,automatic,ne,3.5,51366.0,13050.0,13100.0
chevrolet,automatic,ma,2,120872.0,16100.0,14500.0
nissan,automatic,nj,2.5,45923.0,12250.0,10700.0
kia,automatic,,,,10750.0,9300.0
chevrolet,automatic,,1.9,71358.0,7225.0,4400.0
,automatic,mi,4.1,54199.0,,21800.0
hyundai,automatic,ca,2.7,,8650.0,9500.0
,,oh,5,18492.0,23200.0,23900.0
ford,automatic,tx,4.3,59875.0,,26300.0
dodge,automatic,,3.4,70885.0,8900.0,7600.0
ford,automatic,mi,4.1,63105.0,13000.0,14800.0
toyota,,nc,2.4,83548.0,,8000.0
toyota,automatic,ga,,31513.0,14350.0,14400.0
chevrolet,automatic,tx,3.6,24552.0,19900.0,18500.0
bmw,,nj,4.2,38821.0,21100.0,17000.0
nissan,automatic,tn,3.5,26174.0,12750.0,12400.0
chrysler,automatic,ca,3,31229.0,18250.0,17900.0
dodge,automatic,fl,4.5,50038.0,8750.0,9900.0
nissan,automatic,ca,3.7,,10150.0,7750.0
chevrolet,automatic,ne,3.6,40483.0,15550.0,14800.0
honda,automatic,pa,2.2,32445.0,11150.0,9200.0
dodge,automatic,fl,3.6,20950.0,21100.0,20000.0
hyundai,automatic,in,1.9,67224.0,6250.0,2600.0
dodge,automatic,nc,2.9,79813.0,7325.0,7700.0
ford,automatic,nv,4.6,38058.0,9900.0,9900.0
honda,automatic,nj,3.3,16130.0,12050.0,11100.0
toyota,automatic,nj,3,67157.0,13500.0,12700.0
nissan,automatic,tx,4.1,8914.0,22400.0,22100.0
ford,,ga,,24402.0,,18500.0
,,tx,4.8,14137.0,38700.0,38300.0
hyundai,automatic,,2.4,124800.0,6825.0,7600.0
chevrolet,automatic,wi,,,13950.0,14300.0
hyundai,automatic,tn,4.2,34885.0,11500.0,11500.0
chevrolet,automatic,mi,5,17572.0,19000.0,12100.0
ford,automatic,co,4.9,21878.0,11250.0,12000.0
bmw,automatic,az,3.5,34638.0,28400.0,25900.0
nissan,automatic,,4.5,29909.0,14550.0,17000.0
honda,automatic,il,3.9,38309.0,,11200.0
chevrolet,automatic,wi,1.9,29474.0,11850.0,10050.0
,automatic,wi,3.8,12835.0,12550.0,11900.0
chevrolet,automatic,pa,4,1769.0,43900.0,43500.0
chevrolet,automatic,mi,4.7,,21800.0,19200.0
honda,automatic,tn,3.6,43156.0,12600.0,13000.0
hyundai,automatic,ca,4.7,39842.0,11100.0,11100.0
ford,automatic,nj,3.7,20804.0,11300.0,10800.0
hyundai,automatic,fl,3.7,24480.0,13750.0,13500.0
nissan,automatic,ny,2.9,61401.0,9900.0,7800.0
toyota,,,3.7,19721.0,22400.0,21800.0
ford,automatic,,3.5,52470.0,41800.0,43500.0
ford,automatic,mi,2.4,12651.0,14850.0,11500.0
ford,automatic,oh,4.9,33423.0,11750.0,12000.0
,automatic,,4.1,142169.0,12900.0,10750.0
nissan,automatic,tx,2.9,47786.0,9050.0,5900.0
ford,automatic,,4.7,32379.0,11100.0,12600.0
toyota,automatic,oh,2.5,53975.0,9200.0,8600.0
,,il,,,27400.0,29600.0
chevrolet,automatic,ca,1,18257.0,11550.0,5500.0
nissan,automatic,tx,2.1,,17150.0,14600.0
nissan,automatic,nj,,35809.0,13400.0,13100.0
chevrolet,automatic,tx,3.9,44789.0,12400.0,12600.0
dodge,automatic,tn,4.1,29409.0,,16300.0
,automatic,oh,4.2,25674.0,12350.0,12100.0
toyota,automatic,nv,,52965.0,,10200.0
toyota,automatic,ca,3.1,33259.0,24600.0,24500.0
,automatic,md,3.6,23169.0,17700.0,17700.0
ford,automatic,mn,2.9,35687.0,9025.0,7200.0
ford,automatic,ne,3.4,43151.0,13700.0,14200.0
chevrolet,automatic,sc,4,111804.0,6875.0,7400.0
ford,automatic,nj,,79526.0,11900.0,11800.0
chevrolet,automatic,ne,,,9200.0,10200.0
ford,automatic,wi,3.5,28404.0,21900.0,21100.0
bmw,automatic,ca,4.4,35781.0,33000.0,33000.0
toyota,automatic,ca,,56348.0,22000.0,22000.0
ford,automatic,mi,4.1,,12500.0,12400.0
ford,,tn,3.7,16205.0,12250.0,12000.0
hyundai,automatic,il,,58842.0,12850.0,13500.0
chrysler,automatic,pa,4,21814.0,19000.0,19300.0
chrysler,automatic,tx,3.7,33498.0,6975.0,5800.0
chevrolet,automatic,ne,3.5,63521.0,30500.0,29800.0
hyundai,automatic,fl,3.3,41625.0,10100.0,9975.0
ford,automatic,ga,3.1,37028.0,14400.0,14200.0
ford,automatic,fl,4.2,42075.0,20400.0,21000.0
dodge,automatic,tx,2.6,52686.0,13000.0,11500.0
,automatic,il,4,8800.0,17050.0,16800.0
kia,automatic,ca,4.4,1472.0,19000.0,19300.0
honda,,nv,4.7,6.0,13350.0,13000.0
honda,,fl,2.9,76509.0,8625.0,8300.0
,automatic,mo,3,86335.0,8725.0,7600.0
kia,automatic,,1,43742.0,16000.0,10100.0
ford,,or,4.6,68827.0,12000.0,11900.0
chevrolet,automatic,,4.1,32808.0,,19400.0
bmw,automatic,fl,4.4,35580.0,36100.0,37600.0
honda,manual,ca,2.2,36555.0,,9000.0
ford,automatic,mi,4.8,44927.0,,21500.0
dodge,automatic,fl,4,29313.0,16350.0,15850.0
chevrolet,automatic,nv,3.3,30737.0,,10100.0
dodge,automatic,tx,2.1,54456.0,20800.0,17500.0
chrysler,automatic,ca,3.8,42590.0,10350.0,10600.0
dodge,automatic,tx,3.5,14858.0,16950.0,18000.0
nissan,automatic,nj,3.6,32539.0,15350.0,16100.0
ford,,tx,3.5,37699.0,11050.0,11000.0
ford,automatic,tn,4.8,35791.0,12000.0,11300.0
chevrolet,automatic,in,3.4,60083.0,16550.0,16800.0
ford,,ga,4.8,43207.0,26400.0,26200.0
ford,automatic,la,4,68241.0,14600.0,16001.0
dodge,automatic,ga,2,,16250.0,14500.0
nissan,automatic,md,2,23678.0,14550.0,11400.0
honda,automatic,az,,65859.0,11700.0,11900.0
dodge,,nv,4.5,32512.0,15450.0,16600.0
nissan,automatic,fl,2.9,87889.0,9375.0,9100.0
hyundai,automatic,ca,4.3,16724.0,23300.0,23400.0
ford,automatic,oh,4.9,76220.0,25000.0,26800.0
toyota,automatic,ca,4.9,,14800.0,14700.0
chevrolet,automatic,pa,4.4,40767.0,11350.0,11100.0
ford,automatic,tx,3.7,13160.0,30400.0,28500.0
ford,automatic,,1.9,62153.0,8750.0,8100.0
nissan,automatic,,4.2,44656.0,12800.0,12600.0
kia,automatic,,4.4,27688.0,11750.0,11100.0
honda,automatic,fl,3.5,28504.0,13950.0,12500.0
hyundai,automatic,oh,3.3,,8775.0,9400.0
ford,automatic,,1.9,120751.0,4050.0,3100.0
dodge,automatic,fl,3.3,57433.0,,8200.0
chrysler,automatic,tx,3.7,24606.0,23600.0,23900.0
toyota,automatic,fl,4.4,25231.0,10950.0,11500.0
ford,automatic,ca,3.2,61286.0,13350.0,13200.0
ford,automatic,fl,3.8,,,11200.0
dodge,automatic,,4,28322.0,29300.0,31200.0
ford,automatic,tx,,7423.0,,17500.0
dodge,automatic,oh,4.3,58327.0,8600.0,8900.0
ford,automatic,nj,2.8,51062.0,11500.0,10100.0
ford,,ca,3.5,111797.0,11950.0,12000.0
ford,automatic,tn,,46179.0,10450.0,10900.0
dodge,automatic,tx,4.2,34147.0,16700.0,16700.0
hyundai,manual,pa,4.6,17702.0,12700.0,12400.0
hyundai,automatic,nj,3.7,90166.0,10500.0,10000.0
toyota,automatic,nj,3.6,28587.0,,14500.0
kia,automatic,tn,3.4,,,9600.0
ford,automatic,fl,4.3,22037.0,10900.0,10800.0
,automatic,,2,36881.0,8275.0,6900.0
toyota,,fl,4.7,14972.0,15750.0,17600.0
dodge,automatic,pa,,47524.0,8075.0,8600.0
ford,automatic,md,3.2,28431.0,11300.0,9400.0
toyota,automatic,,5,33404.0,14750.0,15200.0
kia,automatic,ca,,57193.0,10600.0,10601.0
dodge,automatic,wa,,34800.0,14000.0,15300.0
hyundai,automatic,tx,4.1,40384.0,12200.0,12500.0
chevrolet,automatic,ca,4.5,99852.0,8075.0,9000.0
nissan,automatic,ga,1.9,38887.0,17200.0,17400.0
ford,automatic,nc,2.9,74555.0,14400.0,14200.0
honda,automatic,tn,3.2,,12350.0,12300.0
chevrolet,automatic,wi,3.1,78185.0,16400.0,17600.0
chevrolet,,nc,2.6,33119.0,13600.0,13300.0
kia,automatic,co,4.9,5766.0,17550.0,17500.0
nissan,automatic,va,4.5,24386.0,16750.0,16800.0
chrysler,automatic,,4.4,56963.0,9575.0,9600.0
hyundai,automatic,pa,5,7126.0,18350.0,18500.0
,,fl,4.2,70527.0,8550.0,8500.0
toyota,automatic,fl,2.6,32911.0,13550.0,13000.0
chevrolet,automatic,mi,4.7,9553.0,,27300.0
ford,automatic,ga,2.9,17101.0,24400.0,23800.0
nissan,automatic,,4.1,21653.0,17450.0,18700.0
ford,,tn,3.7,51507.0,20300.0,22700.0
ford,automatic,nj,4,,13400.0,13400.0
nissan,automatic,fl,4.2,34701.0,11550.0,11000.0
ford,automatic,mi,4.8,29846.0,25900.0,29800.0
ford,automatic,oh,4.2,15002.0,15950.0,15300.0
chevrolet,automatic,oh,3.9,50291.0,17450.0,16500.0
bmw,automatic,fl,2.8,,29400.0,28000.0
ford,automatic,tn,4.6,,29900.0,30900.0
hyundai,manual,,3.7,66568.0,5800.0,5700.0
,manual,pa,4.6,19805.0,15150.0,14600.0
toyota,automatic,az,1.9,90604.0,12100.0,10500.0
ford,automatic,il,4.6,35187.0,10650.0,10200.0
ford,,il,3.1,20098.0,22500.0,19200.0
ford,automatic,ga,4.9,15782.0,19750.0,19800.0
nissan,automatic,il,4.4,41300.0,17000.0,18000.0
hyundai,automatic,fl,4.3,28687.0,,13000.0
nissan,automatic,ca,2.5,77489.0,,8000.0
kia,automatic,,4.9,10038.0,19650.0,20900.0
ford,automatic,nj,4.9,52948.0,21600.0,22300.0
dodge,automatic,il,4,58561.0,13350.0,14700.0
nissan,automatic,tn,3.5,,11900.0,11800.0
chrysler,automatic,ga,2,8199.0,17900.0,12500.0
,automatic,,2.6,79243.0,7225.0,8100.0
honda,automatic,ca,4.9,12056.0,29300.0,31000.0
toyota,automatic,,4.1,31762.0,14900.0,14700.0
toyota,automatic,mn,3.4,102322.0,8125.0,7400.0
,automatic,tn,3.9,26498.0,15200.0,16000.0
dodge,automatic,ma,2.3,64032.0,7400.0,3200.0
dodge,automatic,oh,4.1,38957.0,20300.0,20750.0
nissan,automatic,,3.5,44078.0,11100.0,11000.0
ford,,il,4.1,10207.0,,19700.0
hyundai,automatic,ca,3.4,25568.0,12400.0,11900.0
ford,automatic,mi,,23606.0,24500.0,23500.0
chevrolet,automatic,ny,,,9500.0,8400.0
ford,automatic,mn,3.8,,,25000.0
hyundai,automatic,nc,3.3,9612.0,11100.0,11500.0
ford,automatic,mo,,11828.0,9600.0,10000.0
,automatic,ca,4.3,,18000.0,20000.0
dodge,automatic,nj,2.9,68920.0,9000.0,8200.0
kia,automatic,fl,4.3,35131.0,14800.0,15400.0
nissan,automatic,fl,4.4,15691.0,14100.0,14500.0
hyundai,automatic,fl,3.2,58558.0,,10200.0
chevrolet,,,3.9,,32400.0,31200.0
,automatic,,2.4,15583.0,,19700.0
toyota,automatic,nc,2.8,51298.0,11200.0,14400.0
chrysler,automatic,,4.3,32655.0,11050.0,11800.0
chevrolet,automatic,mi,4.1,45006.0,9750.0,10000.0
kia,automatic,pr,2.7,61447.0,,8800.0
ford,automatic,mo,3.9,37872.0,24700.0,24700.0
ford,automatic,ca,,104165.0,11100.0,10500.0
dodge,automatic,oh,4.8,9551.0,23200.0,24400.0
nissan,automatic,tn,3.9,17173.0,21700.0,22000.0
ford,automatic,il,4.4,,25200.0,22700.0
nissan,automatic,mi,4.4,,12800.0,10600.0
ford,automatic,nj,2.3,41164.0,,10800.0
toyota,automatic,oh,3.8,33226.0,,18400.0
nissan,,nv,3.7,27314.0,19500.0,21000.0
ford,automatic,,2.8,19839.0,29100.0,28900.0
nissan,automatic,,4,7917.0,15750.0,15400.0
chevrolet,automatic,az,3.9,67126.0,7525.0,9100.0
ford,,nj,3.9,,18500.0,17700.0
,automatic,fl,3.8,33266.0,12200.0,12000.0
kia,,ga,,31967.0,14000.0,13700.0
hyundai,,pa,2.9,43819.0,11700.0,11300.0
nissan,automatic,pa,4.1,62784.0,8875.0,9500.0
ford,automatic,fl,,22992.0,12200.0,11900.0
ford,automatic,fl,4.7,20517.0,33800.0,35700.0
ford,automatic,mi,3.7,55624.0,19950.0,17800.0
,automatic,oh,4.2,4156.0,,52500.0
dodge,automatic,in,1.9,84776.0,9200.0,7200.0
nissan,automatic,oh,3,36981.0,11850.0,10900.0
dodge,automatic,,3.2,98749.0,8400.0,10400.0
ford,automatic,tx,,55679.0,21600.0,20900.0
chrysler,,,4,18913.0,12150.0,11700.0
nissan,automatic,,2.8,16093.0,13400.0,13600.0
chevrolet,automatic,ga,3.6,60450.0,15600.0,14700.0
hyundai,automatic,,3.9,40644.0,10300.0,10400.0
chrysler,automatic,il,5,7722.0,23700.0,25000.0
hyundai,automatic,fl,,37518.0,10550.0,10400.0
,automatic,,4.5,6456.0,15150.0,15400.0
chevrolet,automatic,nc,4.6,15859.0,14600.0,14900.0
ford,automatic,ca,4.9,16953.0,23300.0,24000.0
dodge,automatic,pa,4.8,22056.0,16350.0,17600.0
kia,automatic,,4.2,42555.0,9650.0,11000.0
,,mi,3.9,22184.0,10800.0,10900.0
ford,automatic,tn,4.1,55369.0,21400.0,22500.0
ford,automatic,mo,3.4,40986.0,25500.0,25300.0
ford,automatic,tn,3.9,11718.0,17300.0,18500.0
,automatic,ca,3.4,28045.0,9725.0,10300.0
ford,automatic,ca,2.3,63605.0,18150.0,18100.0
,automatic,il,4.4,12104.0,15000.0,16000.0
nissan,automatic,fl,4.7,42884.0,12750.0,13600.0
ford,automatic,ca,3.8,,8950.0,8800.0
nissan,automatic,co,3.9,53413.0,8800.0,9000.0
chevrolet,automatic,va,,58694.0,8475.0,8200.0
chevrolet,automatic,wi,2.9,7115.0,12400.0,10700.0
toyota,automatic,fl,4.2,,16400.0,16300.0
honda,manual,wa,2.8,49350.0,,9600.0
chevrolet,automatic,ca,,91164.0,6725.0,6800.0
nissan,automatic,ca,4.3,40731.0,12850.0,13200.0
toyota,,fl,3.4,41910.0,16900.0,13900.0
kia,automatic,mo,3.9,25360.0,11050.0,10500.0
toyota,automatic,mo,2.8,,10100.0,9600.0
chevrolet,automatic,or,3.9,55252.0,14450.0,15300.0
ford,,,3.7,39422.0,13900.0,14400.0
toyota,automatic,,2.5,43637.0,14200.0,12800.0
ford,automatic,mi,4.9,23534.0,23000.0,23000.0
chevrolet,automatic,tx,1.9,4040.0,12250.0,7300.0
honda,automatic,nj,,27173.0,10900.0,9700.0
hyundai,automatic,fl,1.9,75640.0,4250.0,4600.0
toyota,automatic,tx,4.1,34211.0,19750.0,17600.0
ford,automatic,mn,2.6,27103.0,22900.0,19500.0
honda,automatic,nv,4.3,43759.0,10750.0,12100.0
ford,automatic,az,3.5,45023.0,12350.0,11100.0
,automatic,mn,4.1,65684.0,10050.0,11100.0
ford,automatic,il,3.1,18060.0,12800.0,12500.0
chrysler,automatic,ga,2.9,59051.0,8775.0,9000.0
ford,automatic,mi,2.8,110387.0,18750.0,17000.0
ford,automatic,ut,2.7,22733.0,17150.0,16500.0
toyota,automatic,fl,4.4,38612.0,12750.0,13200.0
nissan,automatic,tx,2.8,52912.0,22500.0,22200.0
toyota,,fl,1.9,16707.0,10200.0,6400.0
bmw,,nv,3.4,48445.0,30800.0,27900.0
toyota,automatic,ca,4.1,,38800.0,42000.0
chevrolet,automatic,ga,,16663.0,10450.0,8900.0
chevrolet,automatic,fl,3.3,54404.0,11650.0,12800.0
ford,automatic,tx,3.9,65166.0,11550.0,10900.0
nissan,automatic,nj,4.2,27646.0,12400.0,15200.0
ford,automatic,,,13922.0,18100.0,17300.0
,automatic,tx,3.7,22369.0,15250.0,15600.0
ford,automatic,ca,4,43769.0,,11400.0
dodge,automatic,oh,3.5,46241.0,,10200.0
ford,automatic,ca,4.8,,25000.0,25700.0
nissan,automatic,tx,3.4,49060.0,16200.0,15800.0
nissan,automatic,tn,3.8,74805.0,9600.0,9800.0
chevrolet,automatic,fl,4.9,25108.0,31700.0,32500.0
chrysler,automatic,,3,1140.0,15850.0,15300.0
ford,automatic,co,4.2,33225.0,14200.0,14700.0
,automatic,mo,3.6,93658.0,7300.0,7800.0
ford,automatic,,4.6,49168.0,13900.0,14600.0
,automatic,il,3.7,43915.0,,10900.0
ford,automatic,ca,3.8,68276.0,13150.0,13900.0
nissan,automatic,,3.9,37177.0,13400.0,13600.0
,automatic,tx,1.9,74718.0,13150.0,9100.0
nissan,automatic,tn,2.6,59808.0,18700.0,18600.0
ford,automatic,in,2,37582.0,15100.0,9500.0
ford,automatic,nc,,17381.0,22000.0,20200.0
nissan,,fl,3.5,,6475.0,7200.0
nissan,automatic,,4.9,37439.0,16400.0,19000.0
nissan,automatic,fl,4.5,13106.0,,15300.0
bmw,automatic,ca,3.8,30738.0,22200.0,23000.0
ford,,mo,3.9,31581.0,15550.0,16600.0
toyota,automatic,pa,4.1,38208.0,12400.0,13000.0
,automatic,,4.6,30685.0,11700.0,13200.0
dodge,automatic,ga,3.4,65429.0,7625.0,8301.0
,automatic,nv,4.6,19880.0,15950.0,16100.0
,,mo,,28644.0,10950.0,11200.0
dodge,automatic,mn,3.9,21632.0,11200.0,11200.0
honda,,,3.9,55435.0,15200.0,15200.0
chevrolet,automatic,oh,2.7,25446.0,9750.0,9800.0
chevrolet,automatic,in,3.2,43249.0,12650.0,12800.0
ford,automatic,mi,4.1,35804.0,24800.0,25800.0
nissan,automatic,tx,2.6,33119.0,16500.0,14600.0
nissan,automatic,co,4.8,22992.0,,12700.0
ford,automatic,ms,3.7,55391.0,7500.0,7600.0
